Tenure,WarehouseToHome,NumberOfDeviceRegistered,PreferedOrderCat,SatisfactionScore,MaritalStatus,NumberOfAddress,Complain,DaySinceLastOrder,CashbackAmount,Churn,TenureGroup,WarehouseDistanceCat,RecencyStatus,Tenure_Days,Churn_Score,Churn_Risk_Level,Tenure_Bucket
21.0,9.0,2,Grocery,4,Married,8,0,3.0,284.72,0,6-24 Months (Regular),Near,Active,630.0,0.0,Low Risk (<30%),12+ Months (Loyal)
26.0,13.0,4,Fashion,1,Married,8,1,3.0,209.339999999999,0,24+ Months (Loyal),Moderate,Active,780.0,0.03,Low Risk (<30%),12+ Months (Loyal)
11.0,16.0,3,Laptop & Accessory,3,Married,4,0,2.0,160.77,0,6-24 Months (Regular),Moderate,Active,330.0,0.0,Low Risk (<30%),7-12 Months (Moderate)
31.0,10.0,5,Laptop & Accessory,1,Single,7,0,6.0,176.71,0,24+ Months (Loyal),Near,Active,930.0,0.01,Low Risk (<30%),12+ Months (Loyal)
14.0,12.0,5,Fashion,5,Divorced,7,1,3.0,229.75,0,6-24 Months (Regular),Moderate,Active,420.0,0.02,Low Risk (<30%),12+ Months (Loyal)
4.0,11.0,3,Laptop & Accessory,5,Single,1,0,7.0,199.36,0,0-6 Months (New),Moderate,Active,120.0,0.14,Low Risk (<30%),4-6 Months (Mid-High)
17.0,34.0,3,Grocery,5,Divorced,4,0,17.0,263.28,0,6-24 Months (Regular),Far,Active,510.0,0.0,Low Risk (<30%),12+ Months (Loyal)
7.0,10.0,3,Laptop & Accessory,3,Married,10,0,2.0,165.38,0,6-24 Months (Regular),Near,Active,210.0,0.0,Low Risk (<30%),7-12 Months (Moderate)
20.0,8.0,3,Others,4,Single,8,1,8.0,292.46,1,6-24 Months (Regular),Near,Active,600.0,0.65,Medium Risk (30-70%),12+ Months (Loyal)
8.0,29.0,5,Laptop & Accessory,1,Married,3,1,12.0,182.47,0,6-24 Months (Regular),Far,Active,240.0,0.01,Low Risk (<30%),7-12 Months (Moderate)
1.0,16.0,6,Mobile Phone,4,Single,3,0,3.0,152.6,1,0-6 Months (New),Moderate,Active,30.0,0.72,High Risk (>70%),0-3 Months (High Risk)
17.0,31.0,4,Fashion,5,Single,8,1,3.0,229.48,1,6-24 Months (Regular),Far,Active,510.0,0.62,Medium Risk (30-70%),12+ Months (Loyal)
27.0,13.0,4,Laptop & Accessory,3,Divorced,4,1,6.0,148.06,0,24+ Months (Loyal),Moderate,Active,810.0,0.0,Low Risk (<30%),12+ Months (Loyal)
16.0,7.0,5,Laptop & Accessory,2,Divorced,11,1,3.0,185.62,0,6-24 Months (Regular),Near,Active,480.0,0.0,Low Risk (<30%),12+ Months (Loyal)
16.0,9.0,4,Laptop & Accessory,1,Married,3,0,3.0,165.89,0,6-24 Months (Regular),Near,Active,480.0,0.0,Low Risk (<30%),12+ Months (Loyal)
9.0,13.0,3,Mobile Phone,3,Married,2,0,0.0,112.74,0,6-24 Months (Regular),Moderate,Active,270.0,0.08,Low Risk (<30%),7-12 Months (Moderate)
10.0,33.0,4,Laptop & Accessory,3,Married,8,0,3.0,178.47,0,6-24 Months (Regular),Far,Active,300.0,0.0,Low Risk (<30%),7-12 Months (Moderate)
10.0,30.0,2,Laptop & Accessory,1,Married,6,0,4.0,150.71,0,6-24 Months (Regular),Far,Active,300.0,0.0,Low Risk (<30%),7-12 Months (Moderate)
3.0,11.0,3,Mobile Phone,5,Married,6,0,30.0,132.04,0,0-6 Months (New),Moderate,Active,90.0,0.0,Low Risk (<30%),0-3 Months (High Risk)
0.0,24.0,1,Laptop & Accessory,3,Divorced,3,0,2.0,162.32,0,0-6 Months (New),Far,Active,0.0,0.03,Low Risk (<30%),0-3 Months (High Risk)
12.0,16.0,3,Laptop & Accessory,5,Married,3,0,7.0,153.77,0,6-24 Months (Regular),Moderate,Active,360.0,0.01,Low Risk (<30%),7-12 Months (Moderate)
6.0,17.0,4,Laptop & Accessory,1,Single,10,0,1.0,171.48,0,0-6 Months (New),Moderate,Active,180.0,0.0,Low Risk (<30%),4-6 Months (Mid-High)
11.0,18.0,4,Laptop & Accessory,5,Married,3,0,2.0,162.88,0,6-24 Months (Regular),Moderate,Active,330.0,0.0,Low Risk (<30%),7-12 Months (Moderate)
6.0,7.0,5,Mobile Phone,4,Married,2,0,3.0,147.69,0,0-6 Months (New),Near,Active,180.0,0.0,Low Risk (<30%),4-6 Months (Mid-High)
4.0,6.0,3,Laptop & Accessory,5,Married,2,0,3.0,141.48,0,0-6 Months (New),Near,Active,120.0,0.01,Low Risk (<30%),4-6 Months (Mid-High)
17.0,9.0,4,Mobile Phone,1,Single,2,0,9.0,160.39,0,6-24 Months (Regular),Near,Active,510.0,0.0,Low Risk (<30%),12+ Months (Loyal)
7.0,21.0,3,Fashion,2,Divorced,2,0,5.0,179.78,1,6-24 Months (Regular),Far,Active,210.0,0.9,High Risk (>70%),7-12 Months (Moderate)
8.0,15.0,4,Laptop & Accessory,5,Married,7,0,3.0,190.0,0,6-24 Months (Regular),Moderate,Active,240.0,0.0,Low Risk (<30%),7-12 Months (Moderate)
15.0,9.0,5,Laptop & Accessory,3,Single,4,1,8.0,193.11,0,6-24 Months (Regular),Near,Active,450.0,0.02,Low Risk (<30%),12+ Months (Loyal)
31.0,9.0,5,Grocery,2,Single,5,1,4.0,262.26,0,24+ Months (Loyal),Near,Active,930.0,0.0,Low Risk (<30%),12+ Months (Loyal)
16.0,14.0,3,Laptop & Accessory,4,Married,5,0,0.0,147.65,0,6-24 Months (Regular),Moderate,Active,480.0,0.0,Low Risk (<30%),12+ Months (Loyal)
3.0,12.0,4,Laptop & Accessory,1,Married,5,0,1.0,145.86,1,0-6 Months (New),Moderate,Active,90.0,0.92,High Risk (>70%),0-3 Months (High Risk)
11.0,7.0,5,Mobile Phone,5,Divorced,4,0,3.0,164.2,0,6-24 Months (Regular),Near,Active,330.0,0.0,Low Risk (<30%),7-12 Months (Moderate)
0.0,5.0,4,Mobile Phone,3,Single,2,0,2.0,130.33,0,0-6 Months (New),Near,Active,0.0,0.23,Low Risk (<30%),0-3 Months (High Risk)
20.0,9.0,4,Fashion,1,Married,5,0,3.0,210.78,0,6-24 Months (Regular),Near,Active,600.0,0.01,Low Risk (<30%),12+ Months (Loyal)
11.0,11.0,4,Mobile Phone,3,Divorced,9,1,4.0,154.96,0,6-24 Months (Regular),Moderate,Active,330.0,0.0,Low Risk (<30%),7-12 Months (Moderate)
0.0,22.0,3,Fashion,5,Single,3,1,0.0,185.64,1,0-6 Months (New),Far,Active,0.0,0.98,High Risk (>70%),0-3 Months (High Risk)
10.0,13.0,2,Mobile Phone,1,Married,5,0,1.0,155.38,0,6-24 Months (Regular),Moderate,Active,300.0,0.0,Low Risk (<30%),7-12 Months (Moderate)
1.0,22.0,4,Mobile Phone,3,Married,3,0,3.0,151.1,1,0-6 Months (New),Far,Active,30.0,0.5080357142857143,Medium Risk (30-70%),0-3 Months (High Risk)
9.0,24.0,4,Laptop & Accessory,5,Married,5,1,3.0,214.66,0,6-24 Months (Regular),Far,Active,270.0,0.0,Low Risk (<30%),7-12 Months (Moderate)
1.0,6.0,4,Laptop & Accessory,1,Married,2,1,7.0,168.34,0,0-6 Months (New),Near,Active,30.0,0.29,Low Risk (<30%),0-3 Months (High Risk)
9.0,9.0,4,Laptop & Accessory,1,Married,4,0,8.0,182.62,0,6-24 Months (Regular),Near,Active,270.0,0.0,Low Risk (<30%),7-12 Months (Moderate)
2.0,10.0,4,Mobile Phone,4,Married,3,0,1.0,153.56,0,0-6 Months (New),Near,Active,60.0,0.01,Low Risk (<30%),0-3 Months (High Risk)
30.0,15.0,4,Mobile Phone,5,Married,6,1,3.0,167.57,0,24+ Months (Loyal),Moderate,Active,900.0,0.0,Low Risk (<30%),12+ Months (Loyal)
12.0,23.0,4,Laptop & Accessory,4,Single,4,0,3.0,166.98,0,6-24 Months (Regular),Far,Active,360.0,0.01,Low Risk (<30%),7-12 Months (Moderate)
8.0,22.0,3,Fashion,3,Married,5,1,0.0,176.32,0,6-24 Months (Regular),Far,Active,240.0,0.0,Low Risk (<30%),7-12 Months (Moderate)
22.0,26.0,3,Laptop & Accessory,5,Married,2,0,11.0,165.67,0,6-24 Months (Regular),Far,Active,660.0,0.0,Low Risk (<30%),12+ Months (Loyal)
8.0,33.0,3,Laptop & Accessory,3,Married,3,0,7.0,168.83,0,6-24 Months (Regular),Far,Active,240.0,0.01,Low Risk (<30%),7-12 Months (Moderate)
20.0,32.0,3,Others,3,Married,4,0,0.0,296.58,0,6-24 Months (Regular),Far,Active,600.0,0.01,Low Risk (<30%),12+ Months (Loyal)
9.0,9.0,4,Mobile Phone,3,Divorced,2,0,0.0,112.81,0,6-24 Months (Regular),Near,Active,270.0,0.06,Low Risk (<30%),7-12 Months (Moderate)
20.0,20.0,3,Laptop & Accessory,4,Married,9,0,7.0,154.67,0,6-24 Months (Regular),Moderate,Active,600.0,0.02,Low Risk (<30%),12+ Months (Loyal)
0.0,10.0,3,Mobile Phone,2,Single,2,1,2.0,128.75,0,0-6 Months (New),Near,Active,0.0,0.05,Low Risk (<30%),0-3 Months (High Risk)
28.0,24.0,4,Fashion,3,Married,10,0,9.0,232.39,0,24+ Months (Loyal),Far,Active,840.0,0.0,Low Risk (<30%),12+ Months (Loyal)
22.0,7.0,2,Grocery,1,Single,4,0,2.0,293.85,0,6-24 Months (Regular),Near,Active,660.0,0.0,Low Risk (<30%),12+ Months (Loyal)
16.0,21.0,4,Grocery,3,Married,2,0,11.0,276.03,0,6-24 Months (Regular),Far,Active,480.0,0.0,Low Risk (<30%),12+ Months (Loyal)
7.0,9.0,5,Laptop & Accessory,1,Single,6,0,2.0,160.29,0,6-24 Months (Regular),Near,Active,210.0,0.0,Low Risk (<30%),7-12 Months (Moderate)
1.0,28.0,4,Mobile Phone,3,Married,3,0,1.0,148.77,1,0-6 Months (New),Far,Active,30.0,0.66,Medium Risk (30-70%),0-3 Months (High Risk)
9.0,16.0,3,Mobile Phone,3,Divorced,2,1,0.0,122.199999999999,0,6-24 Months (Regular),Moderate,Active,270.0,0.36,Medium Risk (30-70%),7-12 Months (Moderate)
9.0,14.0,4,Laptop & Accessory,4,Married,2,1,7.0,121.33,0,6-24 Months (Regular),Moderate,Active,270.0,0.29,Low Risk (<30%),7-12 Months (Moderate)
4.0,8.0,4,Laptop & Accessory,5,Divorced,4,0,0.0,164.1,0,0-6 Months (New),Near,Active,120.0,0.0,Low Risk (<30%),4-6 Months (Mid-High)
25.0,13.0,5,Mobile Phone,3,Single,2,0,8.0,153.38,0,24+ Months (Loyal),Moderate,Active,750.0,0.01,Low Risk (<30%),12+ Months (Loyal)
14.0,33.0,4,Laptop & Accessory,5,Married,3,0,6.0,208.96,0,6-24 Months (Regular),Far,Active,420.0,0.01,Low Risk (<30%),12+ Months (Loyal)
4.0,9.0,4,Mobile Phone,4,Divorced,3,0,1.0,149.76,0,0-6 Months (New),Near,Active,120.0,0.02,Low Risk (<30%),4-6 Months (Mid-High)
18.0,15.0,4,Laptop & Accessory,3,Divorced,2,0,12.0,155.93,0,6-24 Months (Regular),Moderate,Active,540.0,0.0,Low Risk (<30%),12+ Months (Loyal)
10.0,10.0,5,Fashion,1,Married,6,0,3.0,221.99,0,6-24 Months (Regular),Near,Active,300.0,0.0,Low Risk (<30%),7-12 Months (Moderate)
18.0,27.0,4,Mobile Phone,4,Single,3,0,4.0,159.2,0,6-24 Months (Regular),Far,Active,540.0,0.0,Low Risk (<30%),12+ Months (Loyal)
11.0,17.0,4,Laptop & Accessory,4,Single,4,1,2.0,166.97,0,6-24 Months (Regular),Moderate,Active,330.0,0.01,Low Risk (<30%),7-12 Months (Moderate)
8.0,18.0,5,Laptop & Accessory,4,Married,6,0,9.0,169.9,0,6-24 Months (Regular),Moderate,Active,240.0,0.0,Low Risk (<30%),7-12 Months (Moderate)
22.0,14.0,3,Mobile Phone,5,Married,5,1,2.0,125.87,0,6-24 Months (Regular),Moderate,Active,660.0,0.04,Low Risk (<30%),12+ Months (Loyal)
4.0,27.0,4,Laptop & Accessory,5,Married,2,0,3.0,224.57,0,0-6 Months (New),Far,Active,120.0,0.0,Low Risk (<30%),4-6 Months (Mid-High)
0.0,11.0,4,Fashion,2,Married,2,1,3.0,228.079999999999,0,0-6 Months (New),Moderate,Active,0.0,0.1,Low Risk (<30%),0-3 Months (High Risk)
18.0,35.0,4,Grocery,5,Married,5,0,18.0,288.28,0,6-24 Months (Regular),Far,Active,540.0,0.0,Low Risk (<30%),12+ Months (Loyal)
13.0,11.0,4,Laptop & Accessory,3,Single,2,0,9.0,175.42,0,6-24 Months (Regular),Moderate,Active,390.0,0.01,Low Risk (<30%),12+ Months (Loyal)
31.0,22.0,4,Grocery,3,Married,4,1,3.0,282.87,0,24+ Months (Loyal),Far,Active,930.0,0.0,Low Risk (<30%),12+ Months (Loyal)
0.0,17.0,1,Laptop & Accessory,3,Married,9,0,2.0,147.07,1,0-6 Months (New),Moderate,Active,0.0,0.67,Medium Risk (30-70%),0-3 Months (High Risk)
1.0,25.0,2,Mobile Phone,5,Married,2,0,1.0,154.56,1,0-6 Months (New),Far,Active,30.0,0.83,High Risk (>70%),0-3 Months (High Risk)
1.0,14.0,4,Mobile Phone,4,Single,3,1,1.0,149.72,1,0-6 Months (New),Moderate,Active,30.0,0.98,High Risk (>70%),0-3 Months (High Risk)
20.0,22.0,4,Others,4,Divorced,7,0,4.0,315.81,0,6-24 Months (Regular),Far,Active,600.0,0.0,Low Risk (<30%),12+ Months (Loyal)
4.0,11.0,3,Mobile Phone,1,Married,1,1,3.0,148.21,0,0-6 Months (New),Moderate,Active,120.0,0.0,Low Risk (<30%),4-6 Months (Mid-High)
1.0,7.0,3,Mobile Phone,5,Married,2,0,2.0,135.91,0,0-6 Months (New),Near,Active,30.0,0.0,Low Risk (<30%),0-3 Months (High Risk)
8.0,22.0,4,Laptop & Accessory,4,Married,1,1,2.0,147.88,0,6-24 Months (Regular),Far,Active,240.0,0.03,Low Risk (<30%),7-12 Months (Moderate)
13.0,15.0,3,Laptop & Accessory,3,Married,4,0,7.0,139.75,0,6-24 Months (Regular),Moderate,Active,390.0,0.0,Low Risk (<30%),12+ Months (Loyal)
1.0,16.0,4,Mobile Phone,4,Single,3,0,4.0,147.79,0,0-6 Months (New),Moderate,Active,30.0,0.02,Low Risk (<30%),0-3 Months (High Risk)
25.0,17.0,3,Laptop & Accessory,3,Divorced,9,0,4.0,131.49,0,24+ Months (Loyal),Moderate,Active,750.0,0.0,Low Risk (<30%),12+ Months (Loyal)
19.0,11.0,6,Fashion,3,Married,6,0,3.0,222.56,0,6-24 Months (Regular),Moderate,Active,570.0,0.04,Low Risk (<30%),12+ Months (Loyal)
24.0,17.0,5,Fashion,1,Single,8,0,3.0,229.96,0,6-24 Months (Regular),Moderate,Active,720.0,0.0,Low Risk (<30%),12+ Months (Loyal)
0.0,22.0,5,Mobile Phone,5,Single,2,1,7.0,139.19,1,0-6 Months (New),Far,Active,0.0,0.97,High Risk (>70%),0-3 Months (High Risk)
15.0,35.0,5,Grocery,4,Married,2,0,11.0,260.7,0,6-24 Months (Regular),Far,Active,450.0,0.02,Low Risk (<30%),12+ Months (Loyal)
7.0,16.0,3,Laptop & Accessory,3,Married,2,1,7.0,140.01,0,6-24 Months (Regular),Moderate,Active,210.0,0.0,Low Risk (<30%),7-12 Months (Moderate)
11.0,6.0,4,Mobile Phone,5,Single,5,0,0.0,128.58,0,6-24 Months (Regular),Near,Active,330.0,0.0,Low Risk (<30%),7-12 Months (Moderate)
24.0,7.0,4,Laptop & Accessory,3,Married,2,0,14.0,188.47,0,6-24 Months (Regular),Near,Active,720.0,0.0,Low Risk (<30%),12+ Months (Loyal)
29.0,21.0,2,Others,4,Single,10,0,16.0,312.22,0,24+ Months (Loyal),Far,Active,870.0,0.0,Low Risk (<30%),12+ Months (Loyal)
15.0,12.0,3,Fashion,5,Married,10,0,7.0,233.48,0,6-24 Months (Regular),Moderate,Active,450.0,0.0,Low Risk (<30%),12+ Months (Loyal)
15.0,11.0,4,Fashion,3,Married,2,1,3.0,229.47,0,6-24 Months (Regular),Moderate,Active,450.0,0.09,Low Risk (<30%),12+ Months (Loyal)
4.0,14.0,3,Laptop & Accessory,1,Single,2,0,8.0,144.24,0,0-6 Months (New),Moderate,Active,120.0,0.01,Low Risk (<30%),4-6 Months (Mid-High)
9.0,12.0,4,Mobile Phone,3,Married,1,0,3.0,121.87,0,6-24 Months (Regular),Moderate,Active,270.0,0.0,Low Risk (<30%),7-12 Months (Moderate)
0.0,8.0,4,Mobile Phone,1,Single,8,0,0.0,127.85,1,0-6 Months (New),Near,Active,0.0,0.9,High Risk (>70%),0-3 Months (High Risk)
7.0,6.0,1,Mobile Phone,1,Single,3,0,3.0,132.8,0,6-24 Months (Regular),Near,Active,210.0,0.0,Low Risk (<30%),7-12 Months (Moderate)
2.0,11.0,4,Laptop & Accessory,3,Married,3,0,5.0,167.21,0,0-6 Months (New),Moderate,Active,60.0,0.14,Low Risk (<30%),0-3 Months (High Risk)
9.0,34.0,5,Mobile Phone,5,Single,3,0,2.0,150.59,0,6-24 Months (Regular),Far,Active,270.0,0.0,Low Risk (<30%),7-12 Months (Moderate)
4.0,8.0,3,Mobile Phone,3,Married,1,0,2.0,130.67,0,0-6 Months (New),Near,Active,120.0,0.0,Low Risk (<30%),4-6 Months (Mid-High)
10.0,18.0,5,Laptop & Accessory,1,Married,6,0,1.0,191.52,0,6-24 Months (Regular),Moderate,Active,300.0,0.0,Low Risk (<30%),7-12 Months (Moderate)
9.0,26.0,3,Mobile Phone,3,Divorced,5,0,0.0,122.59,0,6-24 Months (Regular),Far,Active,270.0,0.07,Low Risk (<30%),7-12 Months (Moderate)
7.0,32.0,4,Laptop & Accessory,3,Divorced,3,0,2.0,170.39,0,6-24 Months (Regular),Far,Active,210.0,0.0,Low Risk (<30%),7-12 Months (Moderate)
1.0,7.0,6,Mobile Phone,4,Single,9,1,8.0,147.16,1,0-6 Months (New),Near,Active,30.0,0.98,High Risk (>70%),0-3 Months (High Risk)
0.0,9.0,4,Fashion,1,Married,2,1,7.0,203.25,1,0-6 Months (New),Near,Active,0.0,1.0,High Risk (>70%),0-3 Months (High Risk)
19.0,11.0,4,Laptop & Accessory,4,Divorced,3,0,9.0,169.47,0,6-24 Months (Regular),Moderate,Active,570.0,0.0,Low Risk (<30%),12+ Months (Loyal)
16.0,32.0,3,Grocery,1,Married,2,1,12.0,269.59,0,6-24 Months (Regular),Far,Active,480.0,0.0,Low Risk (<30%),12+ Months (Loyal)
4.0,9.0,5,Mobile Phone,5,Single,2,0,8.0,174.68,0,0-6 Months (New),Near,Active,120.0,0.0,Low Risk (<30%),4-6 Months (Mid-High)
16.0,36.0,4,Laptop & Accessory,3,Married,4,0,3.0,170.56,0,6-24 Months (Regular),Far,Active,480.0,0.0,Low Risk (<30%),12+ Months (Loyal)
0.0,12.0,3,Mobile Phone,5,Single,3,0,3.0,129.6,1,0-6 Months (New),Moderate,Active,0.0,0.77,High Risk (>70%),0-3 Months (High Risk)
31.0,35.0,5,Fashion,5,Married,6,0,3.0,227.66,0,24+ Months (Loyal),Far,Active,930.0,0.01,Low Risk (<30%),12+ Months (Loyal)
30.0,13.0,1,Laptop & Accessory,1,Married,1,1,9.0,152.2,0,24+ Months (Loyal),Moderate,Active,900.0,0.01,Low Risk (<30%),12+ Months (Loyal)
15.0,7.0,4,Laptop & Accessory,5,Married,2,0,8.0,166.03,0,6-24 Months (Regular),Near,Active,450.0,0.0,Low Risk (<30%),12+ Months (Loyal)
6.0,9.0,4,Laptop & Accessory,3,Single,6,1,8.0,174.98,0,0-6 Months (New),Near,Active,180.0,0.0,Low Risk (<30%),4-6 Months (Mid-High)
6.0,15.0,4,Fashion,2,Single,3,0,3.0,214.98,0,0-6 Months (New),Moderate,Active,180.0,0.0,Low Risk (<30%),4-6 Months (Mid-High)
30.0,13.0,3,Others,5,Divorced,6,0,10.0,295.66,0,24+ Months (Loyal),Moderate,Active,900.0,0.0,Low Risk (<30%),12+ Months (Loyal)
6.0,13.0,3,Fashion,3,Divorced,1,0,3.0,216.91,0,0-6 Months (New),Moderate,Active,180.0,0.0,Low Risk (<30%),4-6 Months (Mid-High)
5.0,14.0,5,Mobile Phone,3,Divorced,5,0,3.0,148.29,0,0-6 Months (New),Moderate,Active,150.0,0.0,Low Risk (<30%),4-6 Months (Mid-High)
1.0,27.0,3,Mobile Phone,2,Divorced,2,0,2.0,127.13,0,0-6 Months (New),Far,Active,30.0,0.03,Low Risk (<30%),0-3 Months (High Risk)
7.0,9.0,4,Laptop & Accessory,1,Married,3,0,5.0,180.05,0,6-24 Months (Regular),Near,Active,210.0,0.09,Low Risk (<30%),7-12 Months (Moderate)
9.0,28.0,3,Mobile Phone,3,Married,5,1,1.0,121.32,1,6-24 Months (Regular),Far,Active,270.0,0.9,High Risk (>70%),7-12 Months (Moderate)
1.0,13.0,4,Mobile Phone,1,Married,3,1,3.0,81.0,0,0-6 Months (New),Moderate,Active,30.0,0.23,Low Risk (<30%),0-3 Months (High Risk)
2.0,23.0,3,Laptop & Accessory,5,Single,2,0,8.0,181.61,0,0-6 Months (New),Far,Active,60.0,0.0,Low Risk (<30%),0-3 Months (High Risk)
16.0,19.0,4,Mobile Phone,4,Married,10,0,5.0,152.66,0,6-24 Months (Regular),Moderate,Active,480.0,0.0,Low Risk (<30%),12+ Months (Loyal)
19.0,9.0,1,Grocery,5,Married,3,0,8.0,232.25,0,6-24 Months (Regular),Near,Active,570.0,0.0,Low Risk (<30%),12+ Months (Loyal)
16.0,14.0,2,Laptop & Accessory,4,Married,8,1,1.0,148.72,0,6-24 Months (Regular),Moderate,Active,480.0,0.06,Low Risk (<30%),12+ Months (Loyal)
11.0,9.0,3,Laptop & Accessory,2,Single,9,1,0.0,168.61,0,6-24 Months (Regular),Near,Active,330.0,0.0,Low Risk (<30%),7-12 Months (Moderate)
10.0,21.0,4,Laptop & Accessory,1,Married,2,1,12.0,190.86,0,6-24 Months (Regular),Far,Active,300.0,0.0,Low Risk (<30%),7-12 Months (Moderate)
15.0,14.0,6,Others,3,Married,3,0,11.0,324.73,0,6-24 Months (Regular),Moderate,Active,450.0,0.2,Low Risk (<30%),12+ Months (Loyal)
14.0,14.0,4,Others,4,Single,3,0,9.0,323.33,0,6-24 Months (Regular),Moderate,Active,420.0,0.14,Low Risk (<30%),12+ Months (Loyal)
1.0,31.0,2,Mobile Phone,5,Single,3,0,1.0,135.91,1,0-6 Months (New),Far,Active,30.0,0.82,High Risk (>70%),0-3 Months (High Risk)
23.0,8.0,3,Grocery,3,Married,6,0,3.0,276.39,0,6-24 Months (Regular),Near,Active,690.0,0.0,Low Risk (<30%),12+ Months (Loyal)
13.0,32.0,3,Laptop & Accessory,4,Married,2,0,13.0,156.05,0,6-24 Months (Regular),Far,Active,390.0,0.0,Low Risk (<30%),12+ Months (Loyal)
0.0,6.0,3,Mobile Phone,4,Single,2,1,4.0,132.02,1,0-6 Months (New),Near,Active,0.0,0.9,High Risk (>70%),0-3 Months (High Risk)
19.0,13.0,3,Laptop & Accessory,3,Married,3,0,0.0,152.58,0,6-24 Months (Regular),Moderate,Active,570.0,0.03,Low Risk (<30%),12+ Months (Loyal)
8.0,14.0,4,Mobile Phone,1,Married,2,0,2.0,123.759999999999,0,6-24 Months (Regular),Moderate,Active,240.0,0.01,Low Risk (<30%),7-12 Months (Moderate)
25.0,14.0,3,Mobile Phone,5,Married,10,0,4.0,129.5,0,24+ Months (Loyal),Moderate,Active,750.0,0.0,Low Risk (<30%),12+ Months (Loyal)
10.0,17.0,4,Fashion,2,Single,3,0,3.0,224.8,0,6-24 Months (Regular),Moderate,Active,300.0,0.013999999999999999,Low Risk (<30%),7-12 Months (Moderate)
1.0,7.0,6,Laptop & Accessory,4,Single,8,0,1.0,192.35,1,0-6 Months (New),Near,Active,30.0,0.95,High Risk (>70%),0-3 Months (High Risk)
19.0,14.0,3,Laptop & Accessory,3,Divorced,6,0,3.0,189.34,0,6-24 Months (Regular),Moderate,Active,570.0,0.01,Low Risk (<30%),12+ Months (Loyal)
6.0,31.0,3,Laptop & Accessory,3,Married,2,0,1.0,145.39,0,0-6 Months (New),Far,Active,180.0,0.0,Low Risk (<30%),4-6 Months (Mid-High)
1.0,32.0,4,Laptop & Accessory,5,Married,2,0,4.0,147.24,0,0-6 Months (New),Far,Active,30.0,0.01,Low Risk (<30%),0-3 Months (High Risk)
16.0,12.0,4,Mobile Phone,3,Married,6,0,1.0,145.93,0,6-24 Months (Regular),Moderate,Active,480.0,0.03,Low Risk (<30%),12+ Months (Loyal)
9.0,13.0,4,Mobile Phone,3,Divorced,2,1,3.0,160.06,0,6-24 Months (Regular),Moderate,Active,270.0,0.02,Low Risk (<30%),7-12 Months (Moderate)
1.0,26.0,3,Laptop & Accessory,2,Single,10,1,5.0,178.04,1,0-6 Months (New),Far,Active,30.0,0.84,High Risk (>70%),0-3 Months (High Risk)
7.0,9.0,4,Mobile Phone,2,Single,2,0,3.0,150.0,0,6-24 Months (Regular),Near,Active,210.0,0.0,Low Risk (<30%),7-12 Months (Moderate)
1.0,25.0,2,Laptop & Accessory,3,Divorced,4,0,3.0,187.32,0,0-6 Months (New),Far,Active,30.0,0.01,Low Risk (<30%),0-3 Months (High Risk)
8.0,17.0,4,Mobile Phone,3,Divorced,3,1,1.0,147.2,0,6-24 Months (Regular),Moderate,Active,240.0,0.02,Low Risk (<30%),7-12 Months (Moderate)
9.0,21.0,3,Mobile Phone,1,Single,2,0,0.0,112.32,0,6-24 Months (Regular),Far,Active,270.0,0.05,Low Risk (<30%),7-12 Months (Moderate)
17.0,9.0,5,Fashion,1,Married,2,0,3.0,226.69,1,6-24 Months (Regular),Near,Active,510.0,0.64,Medium Risk (30-70%),12+ Months (Loyal)
9.0,15.0,4,Mobile Phone,3,Single,2,0,8.0,122.06,0,6-24 Months (Regular),Moderate,Active,270.0,0.02,Low Risk (<30%),7-12 Months (Moderate)
7.0,12.0,5,Mobile Phone,1,Married,3,0,3.0,154.11,0,6-24 Months (Regular),Moderate,Active,210.0,0.01,Low Risk (<30%),7-12 Months (Moderate)
16.0,16.0,4,Mobile Phone,1,Single,3,0,9.0,161.73,0,6-24 Months (Regular),Moderate,Active,480.0,0.0,Low Risk (<30%),12+ Months (Loyal)
3.0,16.0,4,Laptop & Accessory,3,Married,2,0,4.0,165.78,0,0-6 Months (New),Moderate,Active,90.0,0.1,Low Risk (<30%),0-3 Months (High Risk)
11.0,8.0,3,Mobile Phone,1,Single,6,1,2.0,139.44,0,6-24 Months (Regular),Near,Active,330.0,0.0,Low Risk (<30%),7-12 Months (Moderate)
11.0,14.0,3,Mobile Phone,5,Single,4,0,0.0,126.19,0,6-24 Months (Regular),Moderate,Active,330.0,0.07,Low Risk (<30%),7-12 Months (Moderate)
13.0,11.0,4,Fashion,5,Divorced,6,1,12.0,204.75,0,6-24 Months (Regular),Moderate,Active,390.0,0.0,Low Risk (<30%),12+ Months (Loyal)
17.0,22.0,5,Grocery,3,Married,3,0,12.0,301.03,0,6-24 Months (Regular),Far,Active,510.0,0.01,Low Risk (<30%),12+ Months (Loyal)
11.0,12.0,5,Laptop & Accessory,1,Married,8,1,9.0,153.29,0,6-24 Months (Regular),Moderate,Active,330.0,0.01,Low Risk (<30%),7-12 Months (Moderate)
7.0,15.0,4,Laptop & Accessory,3,Single,4,1,1.0,188.88,0,6-24 Months (Regular),Moderate,Active,210.0,0.03,Low Risk (<30%),7-12 Months (Moderate)
6.0,12.0,5,Laptop & Accessory,4,Married,5,0,6.0,183.78,0,0-6 Months (New),Moderate,Active,180.0,0.0,Low Risk (<30%),4-6 Months (Mid-High)
